1154|50,63,67
1621|10,18
1306|39,278
9613|33
657|92
1624|79,81
8870|79
9610|47
3545|92
733|96
33128|82
1122|79
650|92
4490|18
400|81
4594|92
84|79
4083|8,52
9294|92
2077|18
1022|2,77
112655|18
9674|2,48
9172|81,276
1125|79
9087|12
9683|94
1216|64
4732|92
119|79
9374|48,79
1251|77
448|91,92
4556|42
8717|10,52,74
145|92
1148|49
3|103
2228|82
8857|85
966|70
4081|8
236|92
3543|92
2219|82
8132|100
2668|86
963|276
4524|52
8865|43,79
2285|9
215|22,25
1014|81,276
3533|92
2231|12
344|91
3541|92
9285|16,83
114750|16,83
985|106
9649|93
2080|18
2125|2,18
4082|8
2129|16
1035|103
33|75
109444|5
107430|104
4670|52
978|70
4521|79
1003|106
8874|52
1007|106
98889|101,102
116174|10
956|84
2234|12
2116|17,18
114745|17,18
2117|17,18
2130|16
9281|104
115230|2,18
98877|83
173|42
8715|10,74
9064|34
4592|74
330|90
990|106
453|5
4510|33
4536|105
342|95
2287|13
1268|42
1091|83,84
4398|90
9280|104
1151|67
85|48
991|106
4511|33
2218|77
1042|2,79
1264|41
219|99
4013|63
233|92
115283|106
102497|75
835|54,63
9167|92
1057|4,13
4064|92
4522|12,18,62,79
4399|91
2255|7
1117|16
115|75
3538|92
9666|81
4419|34
1118|16
1363|276
1477|81
1010|106
2704|100
2681|94
4554|10
109443|102
112|75
109452|58,93
107437|92
4593|74
9794|103,106
1176|21,25
